LineId,Content,EventId,EventTemplate
65,WARN org.apache.hadoop.yarn.server.nodemanager.containermanager.AuxServices: The Auxilurary Service named 'mapreduce_shuffle' in the configuration is for class org.apache.hadoop.mapred.ShuffleHandler which has a name of 'httpshuffle'. Because these are not the same tools trying to send ServiceData and read Service Meta Data may have issues unless the refer to the name in the config.,P3,WARN org.apache.hadoop.yarn.server.nodemanager.containermanager.AuxServices: The Auxilurary Service named 'mapreduce_shuffle' in the configuration is for class org.apache.hadoop.mapred.ShuffleHandler which has a name of 'httpshuffle'. Because these are not the same tools trying to send ServiceData and read Service Meta Data may have issues unless the refer to the name in the config.
66,"INFO org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /155.230.91.226:37292, dest: /155.230.91.229:50010, bytes: 39503970, op: HDFS_WRITE, cliID: DFSClient_NONMAPREDUCE_1326365385_1, offset: 0, srvID: f2a4a3d9-cbe6-4687-ab71-97575b443a1e, blockid: BP-185116165-155.230.91.226-1512025890710:blk_1073742401_1577, duration: 3579124112",P15,"INFO org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: .*, dest: .*, bytes: .*, op: HDFS_WRITE, cliID: .*, offset: .*, srvID: .*, blockid: .*, duration: .*"
67,INFO org.apache.hadoop.yarn.server.nodemanager.DefaultContainerExecutor: Copying from /tmp/hadoop-james/nm-local-dir/nmPrivate/container_1514017210663_0001_01_000004.tokens to /tmp/hadoop-james/nm-local-dir/usercache/james/appcache/application_1514017210663_0001/container_1514017210663_0001_01_000004.tokens,P12,INFO org.apache.hadoop.yarn.server.nodemanager.DefaultContainerExecutor: Copying from .* to .*
68,WARN org.apache.hadoop.hdfs.server.common.Util: Path /home/james/hadoop-2.7.4/hdfs/name should be specified as a URI in configuration files. Please update hdfs configuration.,P18,WARN org.apache.hadoop.hdfs.server.common.Util: Path .* should be specified as a URI in configuration files. Please update hdfs configuration.
69,"INFO org.apache.hadoop.hdfs.StateChange: BLOCK* registerDatanode: from DatanodeRegistration(155.230.91.227:50010, datanodeUuid=739f4764-be88-4ed7-9185-754daec776ef, infoPort=50075, infoSecurePort=0, ipcPort=50020, storageInfo=lv=-56;cid=CID-67a9e234-1cae-4dcb-8e24-0e8474f4b685;nsid=1045414110;c=0) storage 739f4764-be88-4ed7-9185-754daec776ef",P16,"INFO org.apache.hadoop.hdfs.StateChange: BLOCK* registerDatanode: from DatanodeRegistration(.*, datanodeUuid=.*, infoPort=.*, infoSecurePort=.*, ipcPort=.*, storageInfo=lv=.*;cid=.*;nsid=.*;c=.*) storage .*"
70,"INFO BlockStateChange: BLOCK* processReport 0x8cd6e56d364e: from storage DS-8c9519c2-2978-4f4b-94c2-c974e94b944f node DatanodeRegistration(155.230.91.227:50010, datanodeUuid=739f4764-be88-4ed7-9185-754daec776ef, infoPort=50075, infoSecurePort=0, ipcPort=50020, storageInfo=lv=-56;cid=CID-67a9e234-1cae-4dcb-8e24-0e8474f4b685;nsid=1045414110;c=0), blocks: 153, hasStaleStorage: false, processing time: 9 msecs",P29,"INFO BlockStateChange: BLOCK* processReport .*: from storage .* node DatanodeRegistration(.*, datanodeUuid=.*, infoPort=.*, infoSecurePort=.*, ipcPort=.*, storageInfo=lv=.*;cid=.*;nsid=.*;c=.*), blocks: .*, hasStaleStorage: false, processing time: .* msecs"
71,"INFO BlockStateChange: BLOCK* processReport 0x8c406f9a616d: from storage DS-38949667-c925-4369-bce1-6383ea78fbae node DatanodeRegistration(155.230.91.229:50010, datanodeUuid=f2a4a3d9-cbe6-4687-ab71-97575b443a1e, infoPort=50075, infoSecurePort=0, ipcPort=50020, storageInfo=lv=-56;cid=CID-67a9e234-1cae-4dcb-8e24-0e8474f4b685;nsid=1045414110;c=0), blocks: 153, hasStaleStorage: false, processing time: 9 msecs",P29,"INFO BlockStateChange: BLOCK* processReport .*: from storage .* node DatanodeRegistration(.*, datanodeUuid=.*, infoPort=.*, infoSecurePort=.*, ipcPort=.*, storageInfo=lv=.*;cid=.*;nsid=.*;c=.*), blocks: .*, hasStaleStorage: false, processing time: .* msecs"
72,INFO org.apache.hadoop.hdfs.server.namenode.FSEditLog: Number of transactions: 2 Total time for transactions(ms): 2 Number of transactions batched in Syncs: 0 Number of syncs: 2 SyncTimes(ms): 8 ,P22,INFO org.apache.hadoop.hdfs.server.namenode.FSEditLog: Number of transactions: .* Total time for transactions(ms): .* Number of transactions batched in Syncs: .* Number of syncs: .* SyncTimes(ms): .*
73,INFO org.apache.hadoop.hdfs.server.namenode.FSEditLog: Number of transactions: 66 Total time for transactions(ms): 6 Number of transactions batched in Syncs: 3 Number of syncs: 32 SyncTimes(ms): 363 ,P22,INFO org.apache.hadoop.hdfs.server.namenode.FSEditLog: Number of transactions: .* Total time for transactions(ms): .* Number of transactions batched in Syncs: .* Number of syncs: .* SyncTimes(ms): .*
74,"INFO org.apache.hadoop.hdfs.StateChange: BLOCK* allocate blk_1073742407_1583{UCState=UNDER_CONSTRUCTION, truncateBlock=null, primaryNodeIndex=-1, replicas=[ReplicaUC[[DISK]DS-38949667-c925-4369-bce1-6383ea78fbae:NORMAL:155.230.91.229:50010|RBW], ReplicaUC[[DISK]DS-1affbaf3-c366-495a-8ef1-9323978258e8:NORMAL:155.230.91.228:50010|RBW], ReplicaUC[[DISK]DS-8c9519c2-2978-4f4b-94c2-c974e94b944f:NORMAL:155.230.91.227:50010|RBW]]} for /airwordcount/_temporary/1/_temporary/attempt_1514017210663_0001_r_000000_0/part-r-00000",P28,"INFO org.apache.hadoop.hdfs.StateChange: BLOCK* allocate .*{UCState=.*, truncateBlock=.*, primaryNodeIndex=.*, replicas=.*} for .*"
75,"INFO BlockStateChange: BLOCK* addStoredBlock: blockMap updated: 155.230.91.228:50010 is added to blk_1073742406_1582{UCState=UNDER_CONSTRUCTION, truncateBlock=null, primaryNodeIndex=-1, replicas=[ReplicaUC[[DISK]DS-1affbaf3-c366-495a-8ef1-9323978258e8:NORMAL:155.230.91.228:50010|RBW], ReplicaUC[[DISK]DS-38949667-c925-4369-bce1-6383ea78fbae:NORMAL:155.230.91.229:50010|RBW], ReplicaUC[[DISK]DS-8c9519c2-2978-4f4b-94c2-c974e94b944f:NORMAL:155.230.91.227:50010|RBW]]} size 42903",P17,INFO BlockStateChange: BLOCK* addStoredBlock: blockMap updated: .* is added to .* size .*
76,"INFO org.apache.hadoop.yarn.server.resourcemanager.ResourceTrackerService: NodeManager from node deimos27(cmPort: 45362 httpPort: 8042) registered with capability: <memory:8192, vCores:4>, assigned nodeId deimos27:45362",P9,"INFO org.apache.hadoop.yarn.server.resourcemanager.ResourceTrackerService: NodeManager from node .*(cmPort: .* httpPort: .*) registered with capability: <memory:.*, vCores:.*>, assigned nodeId .*"
77,INFO org.apache.hadoop.yarn.server.webproxy.WebAppProxyServlet: dr.who is accessing unchecked http://deimos28:46047 which is the app master GUI of application_1514017210663_0001 owned by james,P19,INFO org.apache.hadoop.yarn.server.webproxy.WebAppProxyServlet: dr.who is accessing unchecked .* which is the app master GUI of .* owned by james
78,INFO org.apache.hadoop.yarn.server.webproxy.WebAppProxyServlet: dr.who is accessing unchecked http://deimos28:46047/static/dt-1.9.4/js/jquery.dataTables.min.js which is the app master GUI of application_1514017210663_0001 owned by james,P19,INFO org.apache.hadoop.yarn.server.webproxy.WebAppProxyServlet: dr.who is accessing unchecked .* which is the app master GUI of .* owned by james
79,INFO org.apache.hadoop.yarn.server.webproxy.WebAppProxyServlet: dr.who is accessing unchecked http://deimos28:46047/static/jquery/themes-1.9.1/base/images/ui-bg_flat_75_ffffff_40x100.png which is the app master GUI of application_1514017210663_0001 owned by james,P19,INFO org.apache.hadoop.yarn.server.webproxy.WebAppProxyServlet: dr.who is accessing unchecked .* which is the app master GUI of .* owned by james
80,INFO org.apache.hadoop.yarn.server.webproxy.WebAppProxyServlet: dr.who is accessing unchecked http://deimos28:46047/mapreduce/job/job_1514017210663_0001 which is the app master GUI of application_1514017210663_0001 owned by james,P19,INFO org.apache.hadoop.yarn.server.webproxy.WebAppProxyServlet: dr.who is accessing unchecked .* which is the app master GUI of .* owned by james
81,INFO org.apache.hadoop.yarn.server.webproxy.WebAppProxyServlet: dr.who is accessing unchecked http://deimos28:46047/mapreduce/task/task_1514017210663_0001_m_000002 which is the app master GUI of application_1514017210663_0001 owned by james,P19,INFO org.apache.hadoop.yarn.server.webproxy.WebAppProxyServlet: dr.who is accessing unchecked .* which is the app master GUI of .* owned by james
82,INFO org.apache.hadoop.yarn.server.webproxy.WebAppProxyServlet: dr.who is accessing unchecked http://deimos28:46047/static/jquery/themes-1.9.1/base/images/ui-bg_glass_75_dadada_1x400.png which is the app master GUI of application_1514017210663_0001 owned by james,P19,INFO org.apache.hadoop.yarn.server.webproxy.WebAppProxyServlet: dr.who is accessing unchecked .* which is the app master GUI of .* owned by james
83,"INFO org.apache.hadoop.hdfs.server.datanode.DataNode: Successfully sent block report 0x12951a8226cb3,  containing 1 storage report(s), of which we sent 1. The reports had 537 total blocks and used 1 RPC(s). This took 5 msec to generate and 77 msecs for RPC and NN processing. Got back one command: FinalizeCommand/5.",P13,"INFO org.apache.hadoop.hdfs.server.datanode.DataNode: Successfully sent block report .*, containing .* storage report(s), of which we sent 1. The reports had .* total blocks and used .* RPC(s). This took .* msec to generate and .* msecs for RPC and NN processing. Got back one command: FinalizeCommand/5."
84,INFO org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetAsyncDiskService: Scheduling blk_1073742940_2118 file /home/james/hadoop-2.7.4/hdfs/data/current/BP-185116165-155.230.91.226-1512025890710/current/finalized/subdir0/subdir4/blk_1073742940 for deletion,P23,INFO org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetAsyncDiskService: Scheduling .* file .* for deletion
85,INFO org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetAsyncDiskService: Deleted BP-185116165-155.230.91.226-1512025890710 blk_1073742940_2118 file /home/james/hadoop-2.7.4/hdfs/data/current/BP-185116165-155.230.91.226-1512025890710/current/finalized/subdir0/subdir4/blk_1073742940,P24,INFO org.apache.hadoop.hdfs.server.datanode.fsdataset.impl.FsDatasetAsyncDiskService: Deleted .* file .*
86,WARN org.apache.hadoop.yarn.server.nodemanager.containermanager.AuxServices: The Auxilurary Service named 'mapreduce_shuffle' in the configuration is for class org.apache.hadoop.mapred.ShuffleHandler which has a name of 'httpshuffle'. Because these are not the same tools trying to send ServiceData and read Service Meta Data may have issues unless the refer to the name in the config.,P3,WARN org.apache.hadoop.yarn.server.nodemanager.containermanager.AuxServices: The Auxilurary Service named 'mapreduce_shuffle' in the configuration is for class org.apache.hadoop.mapred.ShuffleHandler which has a name of 'httpshuffle'. Because these are not the same tools trying to send ServiceData and read Service Meta Data may have issues unless the refer to the name in the config.
87,"WARN org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor.ContainersMonitorImpl: NodeManager configured with 8 G physical memory allocated to containers, which is more than 80% of the total physical memory available (7.8 G). Thrashing might happen.",P2,"WARN org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor.ContainersMonitorImpl: NodeManager configured with .* physical memory allocated to containers, which is more than .* of the total physical memory available (.*). Thrashing might happen."
88,INFO org.apache.hadoop.yarn.server.nodemanager.containermanager.localizer.LocalizedResource: Resource hdfs://deimos26:9000/tmp/hadoop-yarn/staging/james/.staging/job_1514189261604_0001/job.splitmetainfo transitioned from INIT to DOWNLOADING,P26,INFO org.apache.hadoop.yarn.server.nodemanager.containermanager.localizer.LocalizedResource: Resource .* transitioned from INIT to DOWNLOADING
89,INFO org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor.ContainersMonitorImpl: Memory usage of ProcessTree 1440 for container-id container_1514189261604_0001_01_000001: 365.7 MB of 2 GB physical memory used; 2.7 GB of 4.2 GB virtual memory used,P10,INFO org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor.ContainersMonitorImpl: Memory usage of ProcessTree .* for container-id .*: .* of .* physical memory used; .* of .* virtual memory used
90,INFO org.apache.hadoop.yarn.server.nodemanager.NMAuditLogger: USER=james	IP=155.230.91.227	OPERATION=Stop Container Request	TARGET=ContainerManageImpl	RESULT=SUCCESS	APPID=application_1514189261604_0001	CONTAINERID=container_1514189261604_0001_01_000105,P11,INFO org.apache.hadoop.yarn.server.nodemanager.NMAuditLogger: USER=.* IP=.* OPERATION=.* Container Request TARGET=.* RESULT=.* APPID=.* CONTAINERID=.*
91,"INFO org.apache.hadoop.yarn.server.nodemanager.DefaultContainerExecutor: launchContainer: [nice, -n, 0, bash, /tmp/hadoop-james/nm-local-dir/usercache/james/appcache/application_1514189261604_0001/container_1514189261604_0001_01_000254/default_container_executor.sh]",P21,"INFO org.apache.hadoop.yarn.server.nodemanager.DefaultContainerExecutor: launchContainer: [nice, -n, .*, bash, .*]"
92,INFO org.apache.hadoop.hdfs.server.datanode.DataNode: Setting up storage: nsid=1045414110;bpid=BP-185116165-155.230.91.226-1512025890710;lv=-56;nsInfo=lv=-63;cid=CID-67a9e234-1cae-4dcb-8e24-0e8474f4b685;nsid=1045414110;c=0;bpid=BP-185116165-155.230.91.226-1512025890710;dnuuid=f5b2f78b-0b01-4ac6-b97e-231e7b222f86,P14,INFO org.apache.hadoop.hdfs.server.datanode.DataNode: Setting up storage: nsid=.*;bpid=.*;lv=.*;nsInfo=lv=.*;cid=.*;nsid=.*;c=.*;bpid=.*;dnuuid=.*
93,ERROR org.apache.hadoop.hdfs.server.datanode.DirectoryScanner: dfs.datanode.directoryscan.throttle.limit.ms.per.sec set to value below 1 ms/sec. Assuming default value of 1000,P25,ERROR org.apache.hadoop.hdfs.server.datanode.DirectoryScanner: dfs.datanode.directoryscan.throttle.limit.ms.per.sec set to value below .* ms/sec. Assuming default value of .*
94,"INFO org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: /155.230.91.227:56920, dest: /155.230.91.228:50010, bytes: 140115, op: HDFS_WRITE, cliID: DFSClient_NONMAPREDUCE_1918729421_1, offset: 0, srvID: f5b2f78b-0b01-4ac6-b97e-231e7b222f86, blockid: BP-185116165-155.230.91.226-1512025890710:blk_1073742937_2115, duration: 47329335",P15,"INFO org.apache.hadoop.hdfs.server.datanode.DataNode.clienttrace: src: .*, dest: .*, bytes: .*, op: HDFS_WRITE, cliID: .*, offset: .*, srvID: .*, blockid: .*, duration: .*"
95,"WARN org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor.ContainersMonitorImpl: NodeManager configured with 8 G physical memory allocated to containers, which is more than 80% of the total physical memory available (7.8 G). Thrashing might happen.",P2,"WARN org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor.ContainersMonitorImpl: NodeManager configured with .* physical memory allocated to containers, which is more than .* of the total physical memory available (.*). Thrashing might happen."
96,INFO org.apache.hadoop.yarn.server.nodemanager.containermanager.localizer.ResourceLocalizationService: Writing credentials to the nmPrivate file /tmp/hadoop-james/nm-local-dir/nmPrivate/container_1514189261604_0001_01_000009.tokens. Credentials list: ,P20,INFO org.apache.hadoop.yarn.server.nodemanager.containermanager.localizer.ResourceLocalizationService: Writing credentials to the nmPrivate file .* Credentials list:
97,INFO org.apache.hadoop.yarn.server.nodemanager.containermanager.localizer.LocalizedResource: Resource hdfs://deimos26:9000/tmp/hadoop-yarn/staging/james/.staging/job_1514189261604_0001/job.jar(->/tmp/hadoop-james/nm-local-dir/usercache/james/appcache/application_1514189261604_0001/filecache/10/job.jar) transitioned from DOWNLOADING to LOCALIZED,P27,INFO org.apache.hadoop.yarn.server.nodemanager.containermanager.localizer.LocalizedResource: Resource .* transitioned from DOWNLOADING to LOCALIZED
98,INFO org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor.ContainersMonitorImpl: Memory usage of ProcessTree 15173 for container-id container_1514189261604_0001_01_000216: 270.1 MB of 2 GB physical memory used; 1.8 GB of 4.2 GB virtual memory used,P10,INFO org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor.ContainersMonitorImpl: Memory usage of ProcessTree .* for container-id .*: .* of .* physical memory used; .* of .* virtual memory used
99,"WARN org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor.ContainersMonitorImpl: NodeManager configured with 8 G physical memory allocated to containers, which is more than 80% of the total physical memory available (7.8 G). Thrashing might happen.",P2,"WARN org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor.ContainersMonitorImpl: NodeManager configured with .* physical memory allocated to containers, which is more than .* of the total physical memory available (.*). Thrashing might happen."
100,INFO org.apache.hadoop.yarn.server.nodemanager.DefaultContainerExecutor: Copying from /tmp/hadoop-james/nm-local-dir/nmPrivate/container_1514189261604_0001_01_000006.tokens to /tmp/hadoop-james/nm-local-dir/usercache/james/appcache/application_1514189261604_0001/container_1514189261604_0001_01_000006.tokens,P12,INFO org.apache.hadoop.yarn.server.nodemanager.DefaultContainerExecutor: Copying from .* to .*
101,INFO org.apache.hadoop.yarn.server.nodemanager.NMAuditLogger: USER=james	IP=155.230.91.227	OPERATION=Stop Container Request	TARGET=ContainerManageImpl	RESULT=SUCCESS	APPID=application_1514189261604_0001	CONTAINERID=container_1514189261604_0001_01_000007,P11,INFO org.apache.hadoop.yarn.server.nodemanager.NMAuditLogger: USER=.* IP=.* OPERATION=.* Container Request TARGET=.* RESULT=.* APPID=.* CONTAINERID=.*
102,"INFO org.apache.hadoop.yarn.server.nodemanager.DefaultContainerExecutor: launchContainer: [nice, -n, 0, bash, /tmp/hadoop-james/nm-local-dir/usercache/james/appcache/application_1514189261604_0001/container_1514189261604_0001_01_000279/default_container_executor.sh]",P21,"INFO org.apache.hadoop.yarn.server.nodemanager.DefaultContainerExecutor: launchContainer: [nice, -n, .*, bash, .*]"
103,WARN org.apache.hadoop.hdfs.server.common.Util: Path /home/james/hadoop-2.7.4/hdfs/name should be specified as a URI in configuration files. Please update hdfs configuration.,P18,WARN org.apache.hadoop.hdfs.server.common.Util: Path .* should be specified as a URI in configuration files. Please update hdfs configuration.
104,"INFO org.apache.hadoop.hdfs.StateChange: BLOCK* registerDatanode: from DatanodeRegistration(155.230.91.227:50010, datanodeUuid=739f4764-be88-4ed7-9185-754daec776ef, infoPort=50075, infoSecurePort=0, ipcPort=50020, storageInfo=lv=-56;cid=CID-67a9e234-1cae-4dcb-8e24-0e8474f4b685;nsid=1045414110;c=0) storage 739f4764-be88-4ed7-9185-754daec776ef",P16,"INFO org.apache.hadoop.hdfs.StateChange: BLOCK* registerDatanode: from DatanodeRegistration(.*, datanodeUuid=.*, infoPort=.*, infoSecurePort=.*, ipcPort=.*, storageInfo=lv=.*;cid=.*;nsid=.*;c=.*) storage .*"
105,"INFO BlockStateChange: BLOCK* processReport 0x129513aff40c5: from storage DS-1affbaf3-c366-495a-8ef1-9323978258e8 node DatanodeRegistration(155.230.91.228:50010, datanodeUuid=f5b2f78b-0b01-4ac6-b97e-231e7b222f86, infoPort=50075, infoSecurePort=0, ipcPort=50020, storageInfo=lv=-56;cid=CID-67a9e234-1cae-4dcb-8e24-0e8474f4b685;nsid=1045414110;c=0), blocks: 520, hasStaleStorage: false, processing time: 14 msecs",P29,"INFO BlockStateChange: BLOCK* processReport .*: from storage .* node DatanodeRegistration(.*, datanodeUuid=.*, infoPort=.*, infoSecurePort=.*, ipcPort=.*, storageInfo=lv=.*;cid=.*;nsid=.*;c=.*), blocks: .*, hasStaleStorage: false, processing time: .* msecs"
106,INFO org.apache.hadoop.hdfs.server.namenode.FSEditLog: Number of transactions: 9 Total time for transactions(ms): 5 Number of transactions batched in Syncs: 0 Number of syncs: 6 SyncTimes(ms): 19 ,P22,INFO org.apache.hadoop.hdfs.server.namenode.FSEditLog: Number of transactions: .* Total time for transactions(ms): .* Number of transactions batched in Syncs: .* Number of syncs: .* SyncTimes(ms): .*
107,"INFO org.apache.hadoop.hdfs.StateChange: BLOCK* allocate blk_1073742937_2115{UCState=UNDER_CONSTRUCTION, truncateBlock=null, primaryNodeIndex=-1, replicas=[ReplicaUC[[DISK]DS-8c9519c2-2978-4f4b-94c2-c974e94b944f:NORMAL:155.230.91.227:50010|RBW], ReplicaUC[[DISK]DS-1affbaf3-c366-495a-8ef1-9323978258e8:NORMAL:155.230.91.228:50010|RBW], ReplicaUC[[DISK]DS-38949667-c925-4369-bce1-6383ea78fbae:NORMAL:155.230.91.229:50010|RBW]]} for /tmp/hadoop-yarn/staging/james/.staging/job_1514189261604_0001/job_1514189261604_0001_1_conf.xml",P28,"INFO org.apache.hadoop.hdfs.StateChange: BLOCK* allocate .*{UCState=.*, truncateBlock=.*, primaryNodeIndex=.*, replicas=.*} for .*"
108,"INFO BlockStateChange: BLOCK* addStoredBlock: blockMap updated: 155.230.91.227:50010 is added to blk_1073742937_2115{UCState=UNDER_CONSTRUCTION, truncateBlock=null, primaryNodeIndex=-1, replicas=[ReplicaUC[[DISK]DS-8c9519c2-2978-4f4b-94c2-c974e94b944f:NORMAL:155.230.91.227:50010|RBW], ReplicaUC[[DISK]DS-1affbaf3-c366-495a-8ef1-9323978258e8:NORMAL:155.230.91.228:50010|RBW], ReplicaUC[[DISK]DS-38949667-c925-4369-bce1-6383ea78fbae:NORMAL:155.230.91.229:50010|RBW]]} size 0",P17,INFO BlockStateChange: BLOCK* addStoredBlock: blockMap updated: .* is added to .* size .*
109,"INFO org.apache.hadoop.yarn.server.resourcemanager.ResourceTrackerService: NodeManager from node deimos27(cmPort: 38694 httpPort: 8042) registered with capability: <memory:8192, vCores:4>, assigned nodeId deimos27:38694",P9,"INFO org.apache.hadoop.yarn.server.resourcemanager.ResourceTrackerService: NodeManager from node .*(cmPort: .* httpPort: .*) registered with capability: <memory:.*, vCores:.*>, assigned nodeId .*"
110,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.ParentQueue: Re-sorting assigned queue: root.default stats: default: capacity=1.0, absoluteCapacity=1.0, usedResources=<memory:14336, vCores:7>, usedCapacity=0.5833333, absoluteUsedCapacity=0.5833333, numApps=1, numContainers=7",P1,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.ParentQueue: Re-sorting .* queue: root.default stats: default: capacity=.*, absoluteCapacity=.*, usedResources=<memory:.*, vCores:.*>, usedCapacity=.*, absoluteUsedCapacity=.*, numApps=.*, numContainers=.*"
111,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.ParentQueue: Re-sorting assigned queue: root.default stats: default: capacity=1.0, absoluteCapacity=1.0, usedResources=<memory:24576, vCores:12>, usedCapacity=1.0, absoluteUsedCapacity=1.0, numApps=1, numContainers=12",P1,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.ParentQueue: Re-sorting .* queue: root.default stats: default: capacity=.*, absoluteCapacity=.*, usedResources=<memory:.*, vCores:.*>, usedCapacity=.*, absoluteUsedCapacity=.*, numApps=.*, numContainers=.*"
112,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.SchedulerNode: Assigned container container_1514189261604_0001_01_000032 of capacity <memory:2048, vCores:1> on host deimos28:35416, which has 4 containers, <memory:8192, vCores:4> used and <memory:0, vCores:0> available after allocation",P8,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.SchedulerNode: Assigned container .* of capacity <memory:.*, vCores:.*> on host .*, which has .* containers, <memory:.*, vCores:.*> used and <memory:.*, vCores:.*> available after allocation"
113,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.LeafQueue: assignedContainer application attempt=appattempt_1514189261604_0001_000001 container=Container: [ContainerId: container_1514189261604_0001_01_000032, NodeId: deimos28:35416, NodeHttpAddress: deimos28:8042, Resource: <memory:2048, vCores:1>, Priority: 20, Token: null, ] queue=default: capacity=1.0, absoluteCapacity=1.0, usedResources=<memory:22528, vCores:11>, usedCapacity=0.9166667, absoluteUsedCapacity=0.9166667, numApps=1, numContainers=11 clusterResource=<memory:24576, vCores:12> type=NODE_LOCAL requestedPartition=",P5,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.LeafQueue: assignedContainer application attempt=.* container=.*: [ContainerId: .*, NodeId: .*, NodeHttpAddress: .*, Resource: <memory:.*, vCores:.*>, Priority: .*, Token: null, ] queue=.*: capacity=.*, absoluteCapacity=.*, usedResources=<memory:.*, vCores:.*>, usedCapacity=.*, absoluteUsedCapacity=.*, numApps=.*, numContainers=.* clusterResource=<memory:.*, vCores:.*> type=.* requestedPartition="
114,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.SchedulerNode: Released container container_1514189261604_0001_01_000034 of capacity <memory:2048, vCores:1> on host deimos28:35416, which currently has 3 containers, <memory:6144, vCores:3> used and <memory:2048, vCores:1> available, release resources=true",P7,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.SchedulerNode: Released container .* of capacity <memory:.*, vCores:.*> on host .*, which currently has .* containers, <memory:.*, vCores:.*> used and <memory:.*, vCores:.*> available, release resources=.*"
115,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.LeafQueue: completedContainer container=Container: [ContainerId: container_1514189261604_0001_01_000034, NodeId: deimos28:35416, NodeHttpAddress: deimos28:8042, Resource: <memory:2048, vCores:1>, Priority: 20, Token: Token { kind: ContainerToken, service: 155.230.91.228:35416 }, ] queue=default: capacity=1.0, absoluteCapacity=1.0, usedResources=<memory:22528, vCores:11>, usedCapacity=0.9166667, absoluteUsedCapacity=0.9166667, numApps=1, numContainers=11 cluster=<memory:24576, vCores:12>",P4,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.LeafQueue: completedContainer container=.*: [ContainerId: .*, NodeId: .*, NodeHttpAddress: .*, Resource: <memory:.*, vCores:.*>, Priority: .*, Token: Token { kind: ContainerToken, service: .* }, ] queue=.*: capacity=.*, absoluteCapacity=.*, usedResources=<memory:.*, vCores:.*>, usedCapacity=.*, absoluteUsedCapacity=.*, numApps=.*, numContainers=.* cluster=<memory:.*, vCores:.*>"
116,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.CapacityScheduler: Application attempt appattempt_1514189261604_0001_000001 released container container_1514189261604_0001_01_000034 on node: host: deimos28:35416 #containers=3 available=<memory:2048, vCores:1> used=<memory:6144, vCores:3> with event: FINISHED",P6,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.capacity.CapacityScheduler: Application attempt .* released container .* on node: host: .* #containers=.* available=<memory:.*, vCores:.*> used=<memory:.*, vCores:.*> with event: FINISHED"
117,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.SchedulerNode: Assigned container container_1514189261604_0001_01_000265 of capacity <memory:2048, vCores:1> on host deimos28:35416, which has 4 containers, <memory:8192, vCores:4> used and <memory:0, vCores:0> available after allocation",P8,"INFO org.apache.hadoop.yarn.server.resourcemanager.scheduler.SchedulerNode: Assigned container .* of capacity <memory:.*, vCores:.*> on host .*, which has .* containers, <memory:.*, vCores:.*> used and <memory:.*, vCores:.*> available after allocation"
